subject,conditions,late_pro_prob,inhib_fail_prob,late_pro_rt,anti_rt,inhib_fail_rt,predicted_pro_rt,predicted_pro_prob,predicted_anti_rt,predicted_anti_prob,age,test_retest
50,2,0.95234133467897,0.0604172121528335,2.58233491656607,2.07466108386316,1.48597208058981,2.50046936037782,0.954555115772257,2.05562395366014,0.0454448842277427,1,1
51,1,0.124035769819044,0.206487078120771,3.83337585473817,4.14820466518452,2.20714610551766,2.68931450479738,0.309938404245854,3.97965781901066,0.690061595754146,1,1
51,2,0.888222852585715,0.0903328680158904,3.08058218702246,2.69302023502614,1.62378059946783,2.90606102045359,0.898027627882977,2.60986370773903,0.101972372117023,1,1
52,1,0.114811281071761,0.0793201410059553,3.75387579094478,5.07001667230457,1.39999645754328,2.77681528948247,0.187707361158669,5.06672980704839,0.812292638841331,1,1
52,2,0.940882264077528,0.0891794117944153,3.52800862205887,2.8416300602115,1.49573233148886,3.32167860002833,0.945476342695533,2.81303445592365,0.0545236573044669,1,1
53,1,0.0452052918924138,0.054839433112498,2.3757518445614,2.81176166845026,1.27690105895351,1.71951514680267,0.0999723155688815,2.80189348609919,0.900027684431118,1,1
53,2,0.951931203664133,0.0660063000521184,2.36977620941609,1.80152665837201,1.30540082288264,2.28746352581202,0.954299803569962,1.78400679083876,0.045700196430038,1,1
54,1,0.0348081647161605,0.0618296956548504,2.74312628393949,3.40693630880266,1.38722206693008,1.81936619250443,0.0965504043802206,3.40297530577103,0.90344959561978,0,1
54,2,0.989850557836472,0.150687971195298,3.081501388251,2.47090135800789,1.78216481871951,2.86303572478663,0.9908859470968,2.40866946050689,0.00911405290320009,0,1
55,1,0.03134572502898,0.052428104864172,2.90268283351482,3.8026199777784,1.04547311597572,1.66630129473979,0.0841958131107773,3.80192058942249,0.915804186889222,1,1
55,2,0.955251762476365,0.123146344581238,3.80713211101664,2.8218670169442,1.78765066214496,3.53687195421024,0.959509558404421,2.78571519092133,0.0404904415955786,1,1
56,1,0.0629770872991091,0.0272149615547122,2.22483910027658,2.80419170966876,1.22505911284823,1.89829180144051,0.0906949933146848,2.8030578339733,0.909305006685315,0,1
56,2,0.988484674332312,0.0672861532603521,2.46327695648789,1.99831232970982,1.28247038763075,2.3829125184315,0.988928916649462,1.97098238632661,0.0110710833505383,0,1
57,1,0.125686313074771,0.0504796193356824,3.37227317914723,4.00936329037391,1.37267997524143,2.75936158643951,0.172210642878557,4.00317921309685,0.827789357121443,1,1
57,2,0.925580774509041,0.0714484813602311,3.66316405867623,2.7213011037299,1.61804385839304,3.49391157978688,0.929955683995747,2.69765258451055,0.0700443160042532,1,1
58,1,0.0603365367998236,0.0513207287339493,3.84103888839723,4.21182403575651,1.42221234732968,2.6592445141528,0.110068402831905,4.21061411648365,0.889931597168095,1,1
58,2,0.983007534991835,0.105688706307976,3.92986644864222,3.57940042640014,1.91614267738833,3.70545445842018,0.984619466713971,3.54918479435403,0.0153805332860288,1,1
